"Use_Case_Number","Use_Case_Name","Application_Context"
UCCUS354,"FTP Servers scanned","DA-ESS-UseCases"
UCCUS355,"FTP transfer observed outside of FTX application","DA-ESS-UseCases"
UCCUS356,"FTP transfer observed outside of FTX application-Report","DA-ESS-UseCases"
UCCUS357,"FTP transfer observed outside of FTX application-Report Clone","DA-ESS-UseCases"
UCCUS358,"Failed Password for Root","DA-ESS-UseCases"
UCCUS359,"Failed interactive login to financially significant server","DA-ESS-UseCases"
UCCUS360,"Failed login attempt for known accounts","DA-ESS-UseCases"
UCCUS361,"Failed logins for ECS users","DA-ESS-UseCases"
UCCUS362,"Failed logins for RMS users","DA-ESS-UseCases"
UCCUS363,"Failed logins for administrators","DA-ESS-UseCases"
UCCUS364,"Failed logons by source to FTP server","DA-ESS-UseCases"
UCCUS365,"False +ves alerts triggered by Hour","DA-ESS-UseCases"
UCCUS366,"File Download - Bangladesh Incident IOC","DA-ESS-UseCases"
UCCUS367,"FireEye detection unblocked","DA-ESS-UseCases"
UCCUS368,"Fireeye Alerts","DA-ESS-UseCases"
UCCUS369,"Firewall report by firewall Appliance","DA-ESS-UseCases"
UCCUS370,"Firewall report by host firewall Indexes","DA-ESS-UseCases"
UCCUS371,"Firewall report by source IP","DA-ESS-UseCases"
UCCUS372,"First Account Change by Privileged User - CTI","DA-ESS-UseCases"
UCCUS373,"First Account Change by User - CTI","DA-ESS-UseCases"
UCCUS374,"First Credential Switch for User - CTI","DA-ESS-UseCases"
UCCUS375,"First Login during this day of the week for Highly Privileged Account - CTI","DA-ESS-UseCases"
UCCUS376,"First Login during this hour of the day for Highly Privileged User - CTI","DA-ESS-UseCases"
UCCUS377,"First Login during this weekday and hour for Highly Privileged Account - CTI","DA-ESS-UseCases"
UCCUS378,"First Logon Failure By Highly Privileged Account - CTI","DA-ESS-UseCases"
UCCUS379,"First switch to target credential for user - CTI","DA-ESS-UseCases"
UCCUS380,"First time LogonType for Highly Privileged account - CTI","DA-ESS-UseCases"
UCCUS381,"First user to visit a site in the past 2 months - dangerous content types - CTI","DA-ESS-UseCases"
UCCUS382,"First-Abnormal addition to privileged group by user - CTI","DA-ESS-UseCases"
UCCUS383,"Flooding of DNS lookups","DA-ESS-UseCases"
UCCUS384,"Forescout Unknown Devices","DA-ESS-UseCases"
UCCUS385,"GBRSYSLME PEUR Authentication Events - Last Month","DA-ESS-UseCases"
UCCUS386,"GNMA - Brute Force Attack","DA-ESS-UseCases"
UCCUS387,"GNMA External attack","DA-ESS-UseCases"
UCCUS388,"GNMA Juniper Firewall Attack Traffic Detected - tpc02fwloa05 tpc02fwloa06","DA-ESS-UseCases"
UCCUS389,"GNMA Juniper Firewall Authentication Events - tpc02fwloa05 tpc02fwloa06","DA-ESS-UseCases"
UCCUS390,"GNMA Prod Web Logic Servers Outbound Traffic Detected","DA-ESS-UseCases"
UCCUS391,"GNMA Unauthorized User Logon - Unix","DA-ESS-UseCases"
UCCUS392,"GNMA Unauthorized User Logon - Windows","DA-ESS-UseCases"
UCCUS393,"Gamarue Worm-Andromeda File Activity Detected - CTI","DA-ESS-UseCases"
UCCUS394,"Geographically Improbable VPN Access","DA-ESS-UseCases"
UCCUS395,"Gh0stRAT Outbound Traffic from an Internal Source","DA-ESS-UseCases"
UCCUS396,"Greg's Report: Average Events per Second Daily in Past 10 Days","DA-ESS-UseCases"
UCCUS397,"Greg's Report: Total Unique Adhoc and Saved Searches from Splunk ES Daily in Past 10 Days","DA-ESS-UseCases"
UCCUS398,"Greg's Report: Total Unique Users Logged on to Splunk ES Daily in Past 10 Days","DA-ESS-UseCases"
UCCUS399,"HDSI - Broken Alerts Reporting","DA-ESS-UseCases"
UCCUS400,"HDSI - ES - Alerting","DA-ESS-UseCases"
UCCUS401,"HDSI - ES - Heartbeat","DA-ESS-UseCases"
UCCUS402,"HDSI - ES - with IR - Alerting","DA-ESS-UseCases"
UCCUS403,"HDSI Change Control: A Savedsearch Changed","DA-ESS-UseCases"
UCCUS404,"HDSI Change Control: An Eventtype Changed","DA-ESS-UseCases"
UCCUS405,"HDSI: Untriaged Notable Events","DA-ESS-UseCases"
UCCUS406,"HIDS attack blocked","DA-ESS-UseCases"
UCCUS407,"HIDS attack not blocked","DA-ESS-UseCases"
UCCUS408,"HIDS attack not blocked Clone","DA-ESS-UseCases"
UCCUS409,"HTTP Apache Struts2 Ognl Code Exec on External hosts - IOC-IPS","DA-ESS-UseCases"
UCCUS410,"HTTP Apache Struts2 Ognl Code Exec on External hosts - Palo Alto","DA-ESS-UseCases"
UCCUS411,"HTTP Apache Struts2 Ognl Code Exec on External hosts - Siteprotector","DA-ESS-UseCases"
UCCUS412,"HTTP Apache Struts2 Ognl Code Exec on Internal hosts","DA-ESS-UseCases"
UCCUS413,"HTTP PE Download Reported by SEP - CTI","DA-ESS-UseCases"
UCCUS414,"Hack tool Detected on CUSTOMER Asset - CTI","DA-ESS-UseCases"
UCCUS415,"Hancitor file download detected","DA-ESS-UseCases"
UCCUS416,"Harvest service account used for interactive logon","DA-ESS-UseCases"
UCCUS417,"High Failure to Known Bad URL or IP - Single Destination","DA-ESS-UseCases"
UCCUS418,"High Failure to Known Bad URL or IP - Single Source","DA-ESS-UseCases"
UCCUS419,"High OutBound Transfers","DA-ESS-UseCases"
UCCUS420,"High Privileged Access followed by High Risk activities","DA-ESS-UseCases"
UCCUS421,"High Risk Activity Detected - CTI","DA-ESS-UseCases"
UCCUS422,"High Value Account Lockout","DA-ESS-UseCases"
UCCUS423,"High Volume of Traffic from high or Critical Host","DA-ESS-UseCases"
UCCUS424,"High number of failed logons from multiple endpoints","DA-ESS-UseCases"
UCCUS425,"High outbound bytes - possible Data Loss - Blackberry","DA-ESS-UseCases"
UCCUS426,"High outbound bytes - possible Data Loss - Corp Tablet","DA-ESS-UseCases"
UCCUS427,"High outbound bytes - possible Data Loss or DOS","DA-ESS-UseCases"
UCCUS428,"High priority intrusion events against EOSL operating systems","DA-ESS-UseCases"
UCCUS429,"High volume of AV alerts on an endpoint","DA-ESS-UseCases"
UCCUS430,"High volume of blocked file uploads followed by a successful upload","DA-ESS-UseCases"
UCCUS431,"High volume of files egressed to a removable device","DA-ESS-UseCases"
UCCUS432,"High/Critical Update Missing - on Category","DA-ESS-UseCases"
UCCUS433,"Hits to malicious digital currency campaign.","DA-ESS-UseCases"
UCCUS434,"Host With Multiple Infections - CTI","DA-ESS-UseCases"
UCCUS435,"Host With Multiple Infections - CTI - Risk Modifier Only","DA-ESS-UseCases"
UCCUS436,"Host with Previous Malware Now Visiting Suspicious Site","DA-ESS-UseCases"
UCCUS437,"Host with multiple infections","DA-ESS-UseCases"
UCCUS438,"IAM NC Archer Base Events","DA-ESS-UseCases"
UCCUS439,"IAM NC Archer Compliant Data","DA-ESS-UseCases"
UCCUS440,"IAM NC Archer Violation Data","DA-ESS-UseCases"
UCCUS441,"IAM NC Escalation","DA-ESS-UseCases"
UCCUS442,"IAM NC M Escalation","DA-ESS-UseCases"
UCCUS443,"IAM NC MM Escalation","DA-ESS-UseCases"
UCCUS444,"IAM NC Notable","DA-ESS-UseCases"
UCCUS445,"IAM NC Notification Email Extraction","DA-ESS-UseCases"
UCCUS446,"IAM NC Response Detection","DA-ESS-UseCases"
UCCUS447,"IAM NC Response Email Extraction","DA-ESS-UseCases"
UCCUS448,"IAM NC Weekend Status","DA-ESS-UseCases"
UCCUS449,"IAM NCT - Non Response Report","DA-ESS-UseCases"
UCCUS450,"IAM NCT Escalation - iam_control","DA-ESS-UseCases"
UCCUS451,"IAM NCT Response - iam_control","DA-ESS-UseCases"
UCCUS452,"IAM NCT initial notification email from Splunk","DA-ESS-UseCases"
UCCUS453,"IAM NCT initial notification email from Splunk - iam_control","DA-ESS-UseCases"
UCCUS454,"IAM-NCT Project JP20 Server IMAP Email Download - Not working","DA-ESS-UseCases"
UCCUS455,"IAM-Nonroot User's report","DA-ESS-UseCases"
UCCUS456,"IAM-Root User's report","DA-ESS-UseCases"
UCCUS457,"IDCustomad_identity_list_final","DA-ESS-UseCases"
UCCUS458,"IDS & IPS Correlation Test","DA-ESS-UseCases"
UCCUS459,"IDS - Executable Download from PHP","DA-ESS-UseCases"
UCCUS460,"IDS Critical Events","DA-ESS-UseCases"
UCCUS461,"IDS Detected File Hash With High Rating/Confidence on Threat Connect","DA-ESS-UseCases"
UCCUS462,"IDS Unique Destinations","DA-ESS-UseCases"
UCCUS463,"IDS Unique Signature Count","DA-ESS-UseCases"
UCCUS464,"IDS crit-high not blocked","DA-ESS-UseCases"
UCCUS465,"IDS crit-high not blocked, brute force","DA-ESS-UseCases"
UCCUS466,"IDS event against Vulnerable Asset","DA-ESS-UseCases"
UCCUS467,"IDS high number of distinct connection","DA-ESS-UseCases"
UCCUS468,"IDS-DOS Activity detected","DA-ESS-UseCases"
UCCUS469,"IDS-Exploit Attempt","DA-ESS-UseCases"
UCCUS470,"IDS-High volume denies to the same destination (from internal)","DA-ESS-UseCases"
UCCUS471,"IDS-ICMP Sweept from Internal Source","DA-ESS-UseCases"
UCCUS472,"IDS-Multiple Deny events to the same critical host","DA-ESS-UseCases"
UCCUS473,"IDS-Multiple denies and an allow from the same source","DA-ESS-UseCases"
UCCUS474,"IDS-Multiple denies and an allow from the same source to a critical port","DA-ESS-UseCases"
UCCUS475,"IDS-Multiple unique IDS events from same source","DA-ESS-UseCases"
UCCUS476,"IDS-Multiple unique IDS events to a protected asset","DA-ESS-UseCases"
UCCUS477,"IDS-Port Sweep from internal host to critical port","DA-ESS-UseCases"
UCCUS478,"IDS-Unique Events to the same destination","DA-ESS-UseCases"
UCCUS479,"IDS_IPS_Reporting_Stats","DA-ESS-UseCases"
UCCUS480,"INS-MALWARE - Ransomware","DA-ESS-UseCases"
UCCUS481,"INS-MALWARE Multiple SEP malware not blocked","DA-ESS-UseCases"
UCCUS482,"INS-MALWARE SEP malware not blocked, reputation","DA-ESS-UseCases"
UCCUS483,"IOC - Outbound Traffic to malicious Domain - CTI","DA-ESS-UseCases"
UCCUS484,"IP Address Scan Multiple Times","DA-ESS-UseCases"
UCCUS485,"IP Address Scanning Multiple Times","DA-ESS-UseCases"
UCCUS486,"IP Spoofing LAND attack","DA-ESS-UseCases"
UCCUS487,"IP Threat Indicators Observed in Palo Traffic Logs (Inbound)","DA-ESS-UseCases"
UCCUS488,"IP Threat Indicators Observed in Palo Traffic Logs (Outbound)","DA-ESS-UseCases"
UCCUS489,"IP Threat Indicators Observed in Palo Traffic Logs (Outbound) (Risk Indicator)","DA-ESS-UseCases"
UCCUS490,"IP Threat Indicators Observed in Squid Access Logs","DA-ESS-UseCases"
UCCUS491,"IPS Communication from non-standard process","DA-ESS-UseCases"
UCCUS492,"IPS System Infection Detected","DA-ESS-UseCases"
UCCUS493,"IPSEC connections from a Host Machine","DA-ESS-UseCases"
UCCUS494,"IRC Traffic From Server - CTI","DA-ESS-UseCases"
UCCUS495,"IRC Traffic From User - CTI","DA-ESS-UseCases"
UCCUS496,"ISAM Authenticated Users from Multiple Countries","DA-ESS-UseCases"
UCCUS497,"ISX and MTO Firewalls not reporting","DA-ESS-UseCases"
UCCUS498,"IT-ISAC IOC Match","DA-ESS-UseCases"
UCCUS499,"Identification of CUST-squatted web traffic","DA-ESS-UseCases"
UCCUS500,"Identity - AMP assets - Lookup Gen","DA-ESS-UseCases"
UCCUS501,"Identity - CUST - Casper identities - Lookup Gen","DA-ESS-UseCases"
UCCUS502,"Identity - CUST - SCCM assets - Lookup Gen","DA-ESS-UseCases"
UCCUS503,"Identity - CUST - SCCM identities - Lookup Gen","DA-ESS-UseCases"
UCCUS504,"Identity - Casper assets - Lookup Gen","DA-ESS-UseCases"
UCCUS505,"Identity - Congo assets - Lookup Gen","DA-ESS-UseCases"
UCCUS506,"Identity or asset integration failure","DA-ESS-UseCases"
UCCUS507,"Identity_Notable Events","DA-ESS-UseCases"
UCCUS508,"Identity_lookup_expanded Export","DA-ESS-UseCases"
UCCUS509,"In-Scope Device with Outdated Anti-Malware Found","DA-ESS-UseCases"
UCCUS510,"Inbound Phishing Traffic Detected","DA-ESS-UseCases"
UCCUS511,"Incident Review - Activity By Reviewer Over Time - Last 4 Weeks","DA-ESS-UseCases"
UCCUS512,"Incident Review - Top Reviewers - Last 4 Weeks","DA-ESS-UseCases"
UCCUS513,"Increased network activity from financially significant host","DA-ESS-UseCases"
UCCUS514,"Increased network activity to financially significant host","DA-ESS-UseCases"
UCCUS515,"Infected System Detected","DA-ESS-UseCases"
UCCUS516,"Infected System Detected - CLEANUP RULE","DA-ESS-UseCases"
UCCUS517,"Infected System Detected - RUNONCE","DA-ESS-UseCases"
UCCUS518,"Infection indication - PUA or Adware","DA-ESS-UseCases"
UCCUS519,"Infection indication - Reputation","DA-ESS-UseCases"
UCCUS520,"Infection indicator","DA-ESS-UseCases"
UCCUS521,"Infections Cleaned by Scan Type","DA-ESS-UseCases"
UCCUS522,"Interactive Logon (Type 2) to Domain Controller","DA-ESS-UseCases"
UCCUS523,"Interactive Logon by Highly Privileged Service Account - CTI","DA-ESS-UseCases"
UCCUS524,"Interactive logins by administrators","DA-ESS-UseCases"
UCCUS525,"Internal Port Scans (Single Destination)","DA-ESS-UseCases"
UCCUS526,"Internal Port Scans (Single Destination) Breakdown","DA-ESS-UseCases"
UCCUS527,"Internal, Outbound Firewall Connections over Time","DA-ESS-UseCases"
UCCUS528,"Java Non-Compliance","DA-ESS-UseCases"
UCCUS529,"Jump Host User connections Trend","DA-ESS-UseCases"
UCCUS530,"Juniper Firewall Backdoor SSH","DA-ESS-UseCases"
UCCUS531,"Keberoasting Machine Baseline","DA-ESS-UseCases"
UCCUS532,"Keberoasting Non-Machine Baseline","DA-ESS-UseCases"
UCCUS533,"Kerberos scanning using machine system accounts","DA-ESS-UseCases"
UCCUS534,"Key logger detection","DA-ESS-UseCases"
UCCUS535,"L2 Manager update job","DA-ESS-UseCases"
UCCUS536,"LSA Notification Packages Registry key was modified","DA-ESS-UseCases"
UCCUS537,"Large Combined DNS Query Length From Host","DA-ESS-UseCases"
UCCUS538,"Large increase of connection attempts/traffic","DA-ESS-UseCases"
UCCUS539,"Legacy Client Timechart","DA-ESS-UseCases"
UCCUS540,"Linux Failed Root Logins Over SSH","DA-ESS-UseCases"
UCCUS541,"Linux Invalid User Login Attempts","DA-ESS-UseCases"
UCCUS542,"Linux Successful Root Logins Over SSH","DA-ESS-UseCases"
UCCUS543,"List All Core Searches Concise","DA-ESS-UseCases"
UCCUS544,"List All Key Indicators","DA-ESS-UseCases"
UCCUS545,"Litigation Hold Report","DA-ESS-UseCases"
UCCUS546,"Local Account Created On Tier0 Assets","DA-ESS-UseCases"
UCCUS547,"Local user account created","DA-ESS-UseCases"
UCCUS548,"Log writing to USB drives","DA-ESS-UseCases"
UCCUS549,"Login Activity from disabled user Identity - CTI","DA-ESS-UseCases"
UCCUS550,"Login attempts by service accounts","DA-ESS-UseCases"
UCCUS551,"Logins by ECS users to infected workstations","DA-ESS-UseCases"
UCCUS552,"Logins by RMS users to infected workstations","DA-ESS-UseCases"
UCCUS553,"Logins by administrators to infected workstations","DA-ESS-UseCases"
UCCUS554,"Logins to infected workstations","DA-ESS-UseCases"
UCCUS555,"Logon Failure - Smartcard logon is required and was not used - CTI","DA-ESS-UseCases"
UCCUS556,"Logon from blacklisted locations","DA-ESS-UseCases"
UCCUS557,"Logon to Domain Controller without use of Jump Server","DA-ESS-UseCases"
UCCUS558,"Logon to multiple non-servers","DA-ESS-UseCases"
UCCUS559,"Logon to multiple non-servers - high amount","DA-ESS-UseCases"
UCCUS560,"Logons with local accounts","DA-ESS-UseCases"
UCCUS561,"Lookup - Database Information","DA-ESS-UseCases"
UCCUS562,"Lookup - Host Information","DA-ESS-UseCases"
UCCUS563,"Lookup - Update User Subject Information","DA-ESS-UseCases"
UCCUS564,"Lookup - User Subject Information","DA-ESS-UseCases"
UCCUS565,"Lumension Duplicate events","DA-ESS-UseCases"
UCCUS566,"MALWARE - PAN wildfire event","DA-ESS-UseCases"
UCCUS567,"MALWARE - SEP HIDS attack not blocked","DA-ESS-UseCases"
UCCUS568,"MALWARE - SEP malware not blocked","DA-ESS-UseCases"
UCCUS569,"MALWARE - SEP malware not blocked, reputation","DA-ESS-UseCases"
UCCUS570,"MD-NTP to workstation-server","DA-ESS-UseCases"
UCCUS571,"MD-Okta-1","DA-ESS-UseCases"
UCCUS572,"MD-SQL Inject","DA-ESS-UseCases"
UCCUS573,"MD-TAC-DC","DA-ESS-UseCases"
UCCUS574,"MD-diskspace-full","DA-ESS-UseCases"
UCCUS575,"MITM Database Attack","DA-ESS-UseCases"
UCCUS576,"MMIS-Misc- Identity or asset integration failure","DA-ESS-UseCases"
UCCUS577,"MMIS-No NotablesHours","DA-ESS-UseCases"
UCCUS578,"MMIS-Pending SIEM L Escalation","DA-ESS-UseCases"
UCCUS579,"MMIS-Pending SIEM L Reminder 1","DA-ESS-UseCases"
UCCUS580,"MMIS-Pending SIEM L Reminder 2","DA-ESS-UseCases"
UCCUS581,"MMIS-Petya Ransomware","DA-ESS-UseCases"
UCCUS582,"MP5 name","DA-ESS-UseCases"
UCCUS583,"MP5 string","DA-ESS-UseCases"
UCCUS584,"MSXSL to Execute Malicious Payload","DA-ESS-UseCases"
UCCUS585,"Mac - Attempted Browser Hijack","DA-ESS-UseCases"
UCCUS586,"Mac Specific Malware","DA-ESS-UseCases"
UCCUS587,"Mailbox Database Overview - Active Mailbox Databases","DA-ESS-UseCases"
UCCUS588,"Mailbox Database Overview - Mailbox Database Backups","DA-ESS-UseCases"
UCCUS589,"Malicious Attachment or URL Alert","DA-ESS-UseCases"
UCCUS590,"Malicious Attachment or URL Removed Alert","DA-ESS-UseCases"
UCCUS591,"Malicious Attachments Delivered","DA-ESS-UseCases"
UCCUS592,"Malicious Email Delivered - CTI","DA-ESS-UseCases"
UCCUS593,"Malicious Email Delivered to CUSTOMER User","DA-ESS-UseCases"
UCCUS594,"Malicious Fidelis Domain that was actually visited - CTI","DA-ESS-UseCases"
UCCUS595,"Malicious Outbound Traffic Detected PAN-Squid","DA-ESS-UseCases"
UCCUS596,"Malicious TC Hash on System - CTI","DA-ESS-UseCases"
UCCUS597,"Malicious TC User Agent on System - CTI","DA-ESS-UseCases"
UCCUS598,"Malware - Domain Controllers","DA-ESS-UseCases"
UCCUS599,"Malware - Executive Host","DA-ESS-UseCases"
UCCUS600,"Malware - Host IPS Infection Detected","DA-ESS-UseCases"
UCCUS601,"Malware - Host IPS detected comm. from non-std process","DA-ESS-UseCases"
UCCUS602,"Malware - Host IPS detected comm. from non-std process (UC 175)","DA-ESS-UseCases"
UCCUS603,"Malware - New malware signature detected","DA-ESS-UseCases"
UCCUS604,"Malware - Unresolved Malware Detection","DA-ESS-UseCases"
UCCUS605,"Malware - Worm Spreading","DA-ESS-UseCases"
UCCUS606,"Malware CNC DNS Queries","DA-ESS-UseCases"
UCCUS607,"Malware Detected - Access Denied","DA-ESS-UseCases"
UCCUS608,"Malware Detected - Blocked","DA-ESS-UseCases"
UCCUS609,"Malware Detected - Cleaned","DA-ESS-UseCases"
UCCUS610,"Malware Detected - Delete Failed","DA-ESS-UseCases"
UCCUS611,"Malware Detected - Deleted","DA-ESS-UseCases"
UCCUS612,"Malware Detected - General","DA-ESS-UseCases"
UCCUS613,"Malware Detected - Infection Found","DA-ESS-UseCases"
UCCUS614,"Malware Detected - Moved to Quarantine","DA-ESS-UseCases"
UCCUS615,"Malware Detected - Not Blocked","DA-ESS-UseCases"
UCCUS616,"Malware Detected - Not Cleaned","DA-ESS-UseCases"
UCCUS617,"Malware Detected - Outbreak Detected","DA-ESS-UseCases"
UCCUS618,"Malware Detected - Suspicious Double File Extension Execution","DA-ESS-UseCases"
UCCUS619,"Malware Detected on a Server System Drive - CTI","DA-ESS-UseCases"
UCCUS620,"Malware Download by MS Outlook - CTI","DA-ESS-UseCases"
UCCUS621,"Malware Download by Office Product - CTI","DA-ESS-UseCases"
UCCUS622,"Malware Infected File Clean Failed","DA-ESS-UseCases"
UCCUS623,"Malware Infected File Cleaned Successfully","DA-ESS-UseCases"
UCCUS624,"Malware Unremediated Symantec APT","DA-ESS-UseCases"
UCCUS625,"Malware detected and not cleaned","DA-ESS-UseCases"
UCCUS626,"Malware detected on critical or high system","DA-ESS-UseCases"
UCCUS627,"Malware identified in Cloud infrastructure","DA-ESS-UseCases"
UCCUS628,"Malware on Tier 0 Asset - CTI","DA-ESS-UseCases"
UCCUS629,"Malware-Client No scan last N days","DA-ESS-UseCases"
UCCUS630,"Malware-Potential Outbreak","DA-ESS-UseCases"
UCCUS631,"McAfee AV Detection","DA-ESS-UseCases"
UCCUS632,"Meditech-R1","DA-ESS-UseCases"
UCCUS633,"Membership of a monitored group has changed","DA-ESS-UseCases"
UCCUS634,"Membership of the Group Policy Creator Owners group has changed","DA-ESS-UseCases"
UCCUS635,"Message Tracking Landing - Hub Status","DA-ESS-UseCases"
UCCUS636,"Message Tracking Landing - Inbound SMTP Gauge","DA-ESS-UseCases"
UCCUS637,"Message Tracking Landing - Inbound SMTP Rate","DA-ESS-UseCases"
UCCUS638,"Message Tracking Landing - Mailbox Delivery Gauge","DA-ESS-UseCases"
UCCUS639,"Message Tracking Landing - Mailbox Delivery Rate","DA-ESS-UseCases"
UCCUS640,"Message Tracking Landing - Mailbox Status","DA-ESS-UseCases"
UCCUS641,"Message Tracking Landing - Outbound SMTP Gauge","DA-ESS-UseCases"
UCCUS642,"Message Tracking Landing - Outbound SMTP Rate","DA-ESS-UseCases"
UCCUS643,"Message Tracking Landing - User Submission Gauge","DA-ESS-UseCases"
UCCUS644,"Message Tracking Landing - User Submission Rate","DA-ESS-UseCases"
UCCUS645,"Migrate - Database Information","DA-ESS-UseCases"
UCCUS646,"Migrate - Host Information","DA-ESS-UseCases"
UCCUS647,"Mike_Failed_to_Logon_Report","DA-ESS-UseCases"
UCCUS648,"Monitor Configuration changes to Prod usecases","DA-ESS-UseCases"
UCCUS649,"Monitor: Orphan Correlation Search Created","DA-ESS-UseCases"
UCCUS650,"Monitored Account Lockout","DA-ESS-UseCases"
UCCUS651,"Monitored Hacktool Report","DA-ESS-UseCases"
UCCUS652,"Monitored IDS Critical Signatures","DA-ESS-UseCases"
UCCUS653,"Monitored Virus Found","DA-ESS-UseCases"
UCCUS654,"Monitoring Firewall Traffic from Qualys Scanners","DA-ESS-UseCases"
UCCUS655,"Monitoring Traffic related to JRAT","DA-ESS-UseCases"
UCCUS656,"Monitoring: Realtime Searches","DA-ESS-UseCases"
UCCUS657,"Monthly AM Shadowing EMEA/APAC","DA-ESS-UseCases"
UCCUS658,"Monthly AS & ISCSD Shadowing - US","DA-ESS-UseCases"
UCCUS659,"Monthly AS & ISCSD Shadowing EMEA","DA-ESS-UseCases"
UCCUS660,"Monthly AS Shadowing APAC","DA-ESS-UseCases"
UCCUS661,"Monthly AS Shadowing EMEA/APAC","DA-ESS-UseCases"
UCCUS662,"Monthly Alert Count Summary","DA-ESS-UseCases"
UCCUS663,"Monthly ISCSD Shadowing EMEA/APAC","DA-ESS-UseCases"
UCCUS664,"Monthly Sanctuary Usage for SAA's","DA-ESS-UseCases"
UCCUS665,"Monthly Sanctuary Usage with File Name","DA-ESS-UseCases"
UCCUS666,"Most frequent sources for account lockouts","DA-ESS-UseCases"
UCCUS667,"Most popular sites for unencrypted data upload by Line of Business","DA-ESS-UseCases"
UCCUS668,"Multi-Mailbox Search Usage Report","DA-ESS-UseCases"
UCCUS669,"Multiple Account Logon Single Source","DA-ESS-UseCases"
UCCUS670,"Multiple Admin Account Lockouts","DA-ESS-UseCases"
UCCUS671,"Multiple Email Address changes Within hrs by MyAccount User","DA-ESS-UseCases"
UCCUS672,"Multiple Failed Logins - Account Lockout","DA-ESS-UseCases"
UCCUS673,"Multiple Failed Logins by the same User on Router-Switch - BridgeWater","DA-ESS-UseCases"
UCCUS674,"Multiple Failed Logins by the same source on Router-Switch - BridgeWater","DA-ESS-UseCases"
UCCUS675,"Multiple HIDS & NIDS Alert trigger for the Same Host","DA-ESS-UseCases"
UCCUS676,"Multiple Login Failures from a single user or Client IP","DA-ESS-UseCases"
UCCUS677,"Multiple SEP malware not blocked Clone","DA-ESS-UseCases"
UCCUS678,"Multiple SLT Account Lockouts","DA-ESS-UseCases"
UCCUS679,"Multiple Suspicious Administrative Process Started within one hour - CTI","DA-ESS-UseCases"
UCCUS680,"Multiple TACACS Auth Failure Events from External IP","DA-ESS-UseCases"
UCCUS681,"Multiple Use Cases fired for same source/event","DA-ESS-UseCases"
UCCUS682,"Multiple Viruses Found - Same System","DA-ESS-UseCases"
UCCUS683,"Multiple Windows Accounts Locked Out - Same Source","DA-ESS-UseCases"
UCCUS684,"Multiple attempts to malicious Domain, URL, IP (Threat Intel)","DA-ESS-UseCases"
UCCUS685,"Multiple changes from administrative accounts","DA-ESS-UseCases"
UCCUS686,"Multiple connection attempts observed to blocked malicious domain","DA-ESS-UseCases"
UCCUS687,"Multiple denies from same source (external)","DA-ESS-UseCases"
UCCUS688,"Multiple denies from same source (internal)","DA-ESS-UseCases"
UCCUS689,"Multiple deny HTTP status code for an app","DA-ESS-UseCases"
UCCUS690,"Multiple exploit/IDS attempts from same source","DA-ESS-UseCases"
UCCUS691,"Multiple infections for host","DA-ESS-UseCases"
UCCUS692,"Multiple logins from different locations","DA-ESS-UseCases"
UCCUS693,"Multiple scans by similar IPs","DA-ESS-UseCases"
UCCUS694,"Multiple sources with same IDS event","DA-ESS-UseCases"
UCCUS695,"MyAccount Login Activity From Possible Threat Source","DA-ESS-UseCases"
UCCUS696,"MyAccount email address change","DA-ESS-UseCases"
UCCUS697,"MyAccount excessive failed login attempts using multiple usernames","DA-ESS-UseCases"
UCCUS698,"MyAccount excessive failed logins by User","DA-ESS-UseCases"
UCCUS699,"NEDaily Notable Event Pending","DA-ESS-UseCases"
UCCUS700,"NEDaily rule dump","DA-ESS-UseCases"
UCCUS701,"NEHourly Notable Event Breach Stats","DA-ESS-UseCases"
UCCUS702,"NEne_stats_daily","DA-ESS-UseCases"
UCCUS703,"NMAP External Scanning","DA-ESS-UseCases"
UCCUS704,"NMAP Scanning","DA-ESS-UseCases"
UCCUS705,"NNET-MALWARE Squid spike in sessions from one host","DA-ESS-UseCases"
UCCUS706,"NNET-PUP PAN firewall allow to high number of distinct Internet IPs","DA-ESS-UseCases"
UCCUS707,"NNET-PUP PAN firewall deny to excessive number of distinct Internet IPs","DA-ESS-UseCases"
UCCUS708,"NNET-PUP PAN firewall deny to excessive number of distinct Internet IPs, peer-to-peer","DA-ESS-UseCases"
UCCUS709,"NNET-PUP PAN firewall evasion detected","DA-ESS-UseCases"
UCCUS710,"NNET-UnauthAccess VPN logon from privileged account","DA-ESS-UseCases"
UCCUS711,"NNET-VPN logon from shared account","DA-ESS-UseCases"
UCCUS712,NTP,"DA-ESS-UseCases"
UCCUS713,"NTP talkers","DA-ESS-UseCases"
UCCUS714,"NetXInvestor Scanning Observed","DA-ESS-UseCases"
UCCUS715,"Network - External Scan Detected","DA-ESS-UseCases"
UCCUS716,"Network - IDS Attack Tracker - Example Lookup Gen","DA-ESS-UseCases"
UCCUS717,"Network - NIDDEL-Malware Detection","DA-ESS-UseCases"
UCCUS718,"Network - PAN - Critical / high IDS vuln - blocked","DA-ESS-UseCases"
UCCUS719,"Network - PAN Internet IP scan","DA-ESS-UseCases"
UCCUS720,"Network - PAN Internet port scan","DA-ESS-UseCases"
UCCUS721,"Network - Squid - Excessive sessions over 1 day","DA-ESS-UseCases"
UCCUS722,"Network-Observed security alerts from same sourceIP","DA-ESS-UseCases"
UCCUS723,"New Asset found but not listed in CMDB","DA-ESS-UseCases"
